,dates,txs
453,2019-06-01,165
454,2019-06-02,158
455,2019-06-03,142
456,2019-06-04,274
457,2019-06-05,228
458,2019-06-06,369
459,2019-06-07,289
460,2019-06-08,147
461,2019-06-09,187
462,2019-06-10,268
463,2019-06-11,232
464,2019-06-12,843
465,2019-06-13,853
466,2019-06-14,197
467,2019-06-15,207
468,2019-06-16,178
469,2019-06-17,202
470,2019-06-18,185
471,2019-06-19,184
472,2019-06-20,175
473,2019-06-21,290
474,2019-06-22,397
475,2019-06-23,764
476,2019-06-24,296
477,2019-06-25,326
478,2019-06-26,812
479,2019-06-27,675
480,2019-06-28,507
481,2019-06-29,471
482,2019-06-30,257
483,2019-07-01,354
484,2019-07-02,517
485,2019-07-03,626
486,2019-07-04,460
487,2019-07-05,281
488,2019-07-06,236
489,2019-07-07,160
490,2019-07-08,372
491,2019-07-09,893
492,2019-07-10,316
493,2019-07-11,325
494,2019-07-12,347
495,2019-07-13,263
496,2019-07-14,379
497,2019-07-15,480
498,2019-07-16,302
499,2019-07-17,346
500,2019-07-18,460
501,2019-07-19,314
502,2019-07-20,190
503,2019-07-21,126
504,2019-07-22,213
505,2019-07-23,156
506,2019-07-24,193
507,2019-07-25,146
508,2019-07-26,168
509,2019-07-27,108
510,2019-07-28,94
511,2019-07-29,125
512,2019-07-30,194
513,2019-07-31,151
514,2019-08-01,155
515,2019-08-02,195
516,2019-08-03,133
517,2019-08-04,152
518,2019-08-05,267
519,2019-08-06,178
520,2019-08-07,173
521,2019-08-08,133
522,2019-08-09,178
523,2019-08-10,289
524,2019-08-11,103
525,2019-08-12,125
526,2019-08-13,121
527,2019-08-14,166
528,2019-08-15,189
529,2019-08-16,147
530,2019-08-17,369
531,2019-08-18,109
532,2019-08-19,139
533,2019-08-20,116
534,2019-08-21,160
535,2019-08-22,141
536,2019-08-23,163
537,2019-08-24,130
538,2019-08-25,58
539,2019-08-26,99
540,2019-08-27,97
541,2019-08-28,176
542,2019-08-29,268
543,2019-08-30,102
544,2019-08-31,94
545,2019-09-01,91
546,2019-09-02,132
547,2019-09-03,188
548,2019-09-04,142
549,2019-09-05,102
550,2019-09-06,98
551,2019-09-07,67
552,2019-09-08,102
553,2019-09-09,87
554,2019-09-10,154
555,2019-09-11,85
556,2019-09-12,128
557,2019-09-13,91
558,2019-09-14,88
559,2019-09-15,69
560,2019-09-16,95
561,2019-09-17,156
562,2019-09-18,157
563,2019-09-19,205
564,2019-09-20,205
565,2019-09-21,70
566,2019-09-22,185
