,dates,txs
612,2019-11-07,130
613,2019-11-08,158
614,2019-11-09,109
615,2019-11-10,104
616,2019-11-11,132
617,2019-11-12,144
618,2019-11-13,138
619,2019-11-14,116
620,2019-11-15,127
621,2019-11-16,107
622,2019-11-17,69
623,2019-11-18,123
624,2019-11-19,133
625,2019-11-20,122
626,2019-11-21,179
627,2019-11-22,226
628,2019-11-23,138
629,2019-11-24,95
630,2019-11-25,235
631,2019-11-26,165
632,2019-11-27,151
633,2019-11-28,149
634,2019-11-29,153
635,2019-11-30,101
636,2019-12-01,102
637,2019-12-02,112
638,2019-12-03,121
639,2019-12-04,148
640,2019-12-05,111
641,2019-12-06,107
642,2019-12-07,86
643,2019-12-08,78
644,2019-12-09,108
645,2019-12-10,131
646,2019-12-11,103
647,2019-12-12,107
648,2019-12-13,117
649,2019-12-14,107
650,2019-12-15,102
651,2019-12-16,151
652,2019-12-17,166
653,2019-12-18,196
654,2019-12-19,169
655,2019-12-20,160
656,2019-12-21,112
657,2019-12-22,84
658,2019-12-23,103
659,2019-12-24,190
660,2019-12-25,80
661,2019-12-26,107
662,2019-12-27,114
663,2019-12-28,95
664,2019-12-29,97
665,2019-12-30,130
666,2019-12-31,90
667,2020-01-01,67
668,2020-01-02,106
669,2020-01-03,120
670,2020-01-04,111
671,2020-01-05,73
672,2020-01-06,132
673,2020-01-07,182
674,2020-01-08,148
675,2020-01-09,140
676,2020-01-10,132
677,2020-01-11,105
678,2020-01-12,90
679,2020-01-13,105
680,2020-01-14,252
681,2020-01-15,172
682,2020-01-16,165
683,2020-01-17,202
684,2020-01-18,141
685,2020-01-19,146
686,2020-01-20,122
687,2020-01-21,122
688,2020-01-22,119
689,2020-01-23,152
690,2020-01-24,111
691,2020-01-25,87
692,2020-01-26,91
693,2020-01-27,141
694,2020-01-28,150
695,2020-01-29,169
696,2020-01-30,155
697,2020-01-31,163
698,2020-02-01,164
699,2020-02-02,171
700,2020-02-03,129
701,2020-02-04,160
702,2020-02-05,200
703,2020-02-06,283
704,2020-02-07,380
705,2020-02-08,196
706,2020-02-09,283
707,2020-02-10,257
708,2020-02-11,268
709,2020-02-12,1400
710,2020-02-13,356
711,2020-02-14,232
712,2020-02-15,217
713,2020-02-16,273
714,2020-02-17,228
715,2020-02-18,250
716,2020-02-19,210
717,2020-02-20,225
718,2020-02-21,151
719,2020-02-22,117
720,2020-02-23,115
721,2020-02-24,150
722,2020-02-25,173
723,2020-02-26,251
724,2020-02-27,241
725,2020-02-28,172
726,2020-02-29,126
727,2020-03-01,123
728,2020-03-02,176
729,2020-03-03,148
730,2020-03-04,145
731,2020-03-05,200
732,2020-03-06,133
733,2020-03-07,117
734,2020-03-08,137
735,2020-03-09,272
736,2020-03-10,186
737,2020-03-11,136
738,2020-03-12,490
739,2020-03-13,578
740,2020-03-14,229
741,2020-03-15,240
742,2020-03-16,352
743,2020-03-17,208
744,2020-03-18,227
745,2020-03-19,355
746,2020-03-20,337
747,2020-03-21,172
748,2020-03-22,159
749,2020-03-23,177
750,2020-03-24,236
751,2020-03-25,205
752,2020-03-26,208
753,2020-03-27,179
754,2020-03-28,295
755,2020-03-29,191
756,2020-03-30,221
757,2020-03-31,188
758,2020-04-01,157
759,2020-04-02,184
760,2020-04-03,184
761,2020-04-04,118
762,2020-04-05,107
763,2020-04-06,277
764,2020-04-07,237
765,2020-04-08,207
766,2020-04-09,205
767,2020-04-10,241
768,2020-04-11,155
769,2020-04-12,154
770,2020-04-13,163
771,2020-04-14,167
772,2020-04-15,192
773,2020-04-16,255
774,2020-04-17,126
775,2020-04-18,177
776,2020-04-19,165
777,2020-04-20,183
778,2020-04-21,142
779,2020-04-22,220
780,2020-04-23,229
781,2020-04-24,265
782,2020-04-25,212
783,2020-04-26,192
784,2020-04-27,197
785,2020-04-28,179
786,2020-04-29,290
787,2020-04-30,334
788,2020-05-01,280
789,2020-05-02,188
790,2020-05-03,197
791,2020-05-04,230
792,2020-05-05,185
793,2020-05-06,249
794,2020-05-07,250
795,2020-05-08,283
796,2020-05-09,191
797,2020-05-10,302
798,2020-05-11,278
799,2020-05-12,215
800,2020-05-13,228
801,2020-05-14,202
802,2020-05-15,214
803,2020-05-16,151
804,2020-05-17,178
805,2020-05-18,196
806,2020-05-19,162
807,2020-05-20,207
808,2020-05-21,221
809,2020-05-22,206
810,2020-05-23,154
811,2020-05-24,150
812,2020-05-25,195
813,2020-05-26,197
814,2020-05-27,165
815,2020-05-28,164
816,2020-05-29,210
817,2020-05-30,195
818,2020-05-31,178
819,2020-06-01,242
820,2020-06-02,287
821,2020-06-03,211
822,2020-06-04,181
823,2020-06-05,191
824,2020-06-06,95
825,2020-06-07,111
826,2020-06-08,149
827,2020-06-09,164
828,2020-06-10,145
829,2020-06-11,205
830,2020-06-12,178
831,2020-06-13,115
832,2020-06-14,124
833,2020-06-15,192
834,2020-06-16,213
835,2020-06-17,159
836,2020-06-18,189
837,2020-06-19,209
838,2020-06-20,214
839,2020-06-21,134
840,2020-06-22,186
841,2020-06-23,180
842,2020-06-24,183
843,2020-06-25,159
844,2020-06-26,143
845,2020-06-27,161
846,2020-06-28,165
847,2020-06-29,169
848,2020-06-30,165
