,dates,txs
286,2019-06-23,1168
287,2019-06-24,1208
288,2019-06-25,1554
289,2019-06-26,2772
290,2019-06-27,2555
291,2019-06-28,2051
292,2019-06-29,1556
293,2019-06-30,1233
294,2019-07-01,1631
295,2019-07-02,1559
296,2019-07-03,1519
297,2019-07-04,1237
298,2019-07-05,1036
299,2019-07-06,883
300,2019-07-07,852
301,2019-07-08,1290
302,2019-07-09,1530
303,2019-07-10,1647
304,2019-07-11,1586
305,2019-07-12,1241
306,2019-07-13,933
307,2019-07-14,996
308,2019-07-15,1472
309,2019-07-16,1433
310,2019-07-17,1552
311,2019-07-18,1269
312,2019-07-19,1067
313,2019-07-20,870
314,2019-07-21,810
315,2019-07-22,898
316,2019-07-23,1055
317,2019-07-24,1029
318,2019-07-25,965
319,2019-07-26,1002
320,2019-07-27,1056
321,2019-07-28,787
322,2019-07-29,978
323,2019-07-30,945
324,2019-07-31,1067
325,2019-08-01,1014
326,2019-08-02,1103
327,2019-08-03,802
328,2019-08-04,715
329,2019-08-05,1183
330,2019-08-06,1195
331,2019-08-07,1129
332,2019-08-08,1052
333,2019-08-09,1023
334,2019-08-10,741
335,2019-08-11,543
336,2019-08-12,852
337,2019-08-13,956
338,2019-08-14,1222
339,2019-08-15,1384
340,2019-08-16,1067
341,2019-08-17,708
342,2019-08-18,639
343,2019-08-19,796
344,2019-08-20,949
345,2019-08-21,977
346,2019-08-22,929
347,2019-08-23,767
348,2019-08-24,827
349,2019-08-25,691
350,2019-08-26,922
351,2019-08-27,916
352,2019-08-28,1084
353,2019-08-29,1224
354,2019-08-30,943
355,2019-08-31,597
356,2019-09-01,594
357,2019-09-02,820
358,2019-09-03,969
359,2019-09-04,978
360,2019-09-05,895
361,2019-09-06,1073
362,2019-09-07,715
363,2019-09-08,618
364,2019-09-09,876
365,2019-09-10,847
366,2019-09-11,1143
367,2019-09-12,1133
368,2019-09-13,921
369,2019-09-14,669
370,2019-09-15,578
371,2019-09-16,972
372,2019-09-17,1082
373,2019-09-18,1037
374,2019-09-19,1133
375,2019-09-20,911
376,2019-09-21,683
377,2019-09-22,571
378,2019-09-23,864
379,2019-09-24,1689
380,2019-09-25,1383
381,2019-09-26,1096
382,2019-09-27,968
383,2019-09-28,590
384,2019-09-29,610
385,2019-09-30,852
386,2019-10-01,945
387,2019-10-02,926
388,2019-10-03,991
389,2019-10-04,1048
390,2019-10-05,625
391,2019-10-06,637
392,2019-10-07,1012
393,2019-10-08,1086
394,2019-10-09,1414
395,2019-10-10,1351
396,2019-10-11,1142
397,2019-10-12,666
398,2019-10-13,620
399,2019-10-14,829
400,2019-10-15,924
401,2019-10-16,1060
402,2019-10-17,983
403,2019-10-18,1087
404,2019-10-19,727
405,2019-10-20,726
406,2019-10-21,1039
407,2019-10-22,947
408,2019-10-23,1398
409,2019-10-24,1097
410,2019-10-25,1230
411,2019-10-26,1384
412,2019-10-27,967
413,2019-10-28,1115
414,2019-10-29,1244
415,2019-10-30,1176
416,2019-10-31,1174
417,2019-11-01,1209
418,2019-11-02,770
419,2019-11-03,679
420,2019-11-04,1097
421,2019-11-05,1130
422,2019-11-06,1100
423,2019-11-07,1185
424,2019-11-08,1209
425,2019-11-09,792
426,2019-11-10,697
427,2019-11-11,829
428,2019-11-12,1024
429,2019-11-13,937
430,2019-11-14,1040
431,2019-11-15,1178
432,2019-11-16,773
433,2019-11-17,670
434,2019-11-18,1108
435,2019-11-19,1052
436,2019-11-20,949
437,2019-11-21,1409
438,2019-11-22,1876
439,2019-11-23,1008
440,2019-11-24,849
441,2019-11-25,1471
442,2019-11-26,1106
443,2019-11-27,1327
444,2019-11-28,830
445,2019-11-29,1018
446,2019-11-30,801
447,2019-12-01,735
448,2019-12-02,1011
449,2019-12-03,1098
450,2019-12-04,1232
451,2019-12-05,1135
452,2019-12-06,1069
453,2019-12-07,808
454,2019-12-08,708
455,2019-12-09,963
456,2019-12-10,1166
457,2019-12-11,1013
458,2019-12-12,1098
459,2019-12-13,1107
460,2019-12-14,805
461,2019-12-15,737
462,2019-12-16,1085
463,2019-12-17,1397
464,2019-12-18,1430
465,2019-12-19,1280
466,2019-12-20,1121
467,2019-12-21,762
468,2019-12-22,722
469,2019-12-23,1050
470,2019-12-24,873
471,2019-12-25,640
472,2019-12-26,900
473,2019-12-27,1025
474,2019-12-28,768
475,2019-12-29,674
476,2019-12-30,887
477,2019-12-31,1010
478,2020-01-01,600
479,2020-01-02,974
480,2020-01-03,1151
481,2020-01-04,792
482,2020-01-05,850
483,2020-01-06,1198
484,2020-01-07,1273
485,2020-01-08,1569
486,2020-01-09,1364
487,2020-01-10,1429
488,2020-01-11,1096
489,2020-01-12,823
490,2020-01-13,1032
491,2020-01-14,1984
492,2020-01-15,1982
493,2020-01-16,1572
494,2020-01-17,1918
495,2020-01-18,1129
496,2020-01-19,1139
497,2020-01-20,983
498,2020-01-21,1233
499,2020-01-22,1241
500,2020-01-23,1373
501,2020-01-24,1297
502,2020-01-25,887
503,2020-01-26,824
504,2020-01-27,1504
505,2020-01-28,1516
506,2020-01-29,1473
507,2020-01-30,1474
508,2020-01-31,1425
509,2020-02-01,1273
510,2020-02-02,1229
511,2020-02-03,1471
512,2020-02-04,1970
513,2020-02-05,1874
514,2020-02-06,1998
515,2020-02-07,1849
516,2020-02-08,1556
517,2020-02-09,1472
518,2020-02-10,1701
519,2020-02-11,1946
520,2020-02-12,2656
521,2020-02-13,2201
522,2020-02-14,2184
523,2020-02-15,1745
524,2020-02-16,1654
525,2020-02-17,1767
526,2020-02-18,1933
527,2020-02-19,1947
528,2020-02-20,2044
529,2020-02-21,1777
530,2020-02-22,1238
531,2020-02-23,1224
532,2020-02-24,1687
533,2020-02-25,1854
534,2020-02-26,2439
535,2020-02-27,2113
536,2020-02-28,2027
537,2020-02-29,1306
538,2020-03-01,1480
539,2020-03-02,1979
540,2020-03-03,2749
541,2020-03-04,1983
542,2020-03-05,2341
543,2020-03-06,2206
544,2020-03-07,1528
545,2020-03-08,1785
546,2020-03-09,2711
547,2020-03-10,2062
548,2020-03-11,1819
549,2020-03-12,4068
550,2020-03-13,5259
551,2020-03-14,2230
552,2020-03-15,2143
553,2020-03-16,3278
554,2020-03-17,3335
555,2020-03-18,2811
556,2020-03-19,3393
557,2020-03-20,2899
558,2020-03-21,1666
559,2020-03-22,1481
560,2020-03-23,2190
561,2020-03-24,2309
562,2020-03-25,2064
563,2020-03-26,2201
564,2020-03-27,2215
565,2020-03-28,1768
566,2020-03-29,1314
567,2020-03-30,1968
568,2020-03-31,1877
569,2020-04-01,2152
570,2020-04-02,2554
571,2020-04-03,2240
572,2020-04-04,1565
573,2020-04-05,1321
574,2020-04-06,2586
575,2020-04-07,2776
576,2020-04-08,2243
577,2020-04-09,2288
578,2020-04-10,2596
579,2020-04-11,1629
580,2020-04-12,1600
581,2020-04-13,2201
582,2020-04-14,2150
583,2020-04-15,2240
584,2020-04-16,2571
585,2020-04-17,2503
586,2020-04-18,1976
587,2020-04-19,1720
588,2020-04-20,2359
589,2020-04-21,2334
590,2020-04-22,2268
591,2020-04-23,3125
592,2020-04-24,2730
593,2020-04-25,2284
594,2020-04-26,1943
595,2020-04-27,2340
596,2020-04-28,2641
597,2020-04-29,3609
598,2020-04-30,3716
599,2020-05-01,3237
600,2020-05-02,2309
601,2020-05-03,2107
602,2020-05-04,2892
603,2020-05-05,2554
604,2020-05-06,3052
605,2020-05-07,3247
606,2020-05-08,3469
607,2020-05-09,2417
608,2020-05-10,3274
609,2020-05-11,3325
610,2020-05-12,3365
611,2020-05-13,3354
612,2020-05-14,4256
613,2020-05-15,3378
614,2020-05-16,2167
615,2020-05-17,1993
616,2020-05-18,2974
617,2020-05-19,2644
618,2020-05-20,2868
619,2020-05-21,3196
620,2020-05-22,3234
621,2020-05-23,2094
622,2020-05-24,2039
623,2020-05-25,2364
624,2020-05-26,2566
625,2020-05-27,2693
626,2020-05-28,2776
627,2020-05-29,3441
628,2020-05-30,2509
629,2020-05-31,2204
630,2020-06-01,3194
631,2020-06-02,4487
632,2020-06-03,2997
633,2020-06-04,3038
634,2020-06-05,3083
635,2020-06-06,2089
636,2020-06-07,2113
637,2020-06-08,2596
638,2020-06-09,2903
639,2020-06-10,2935
640,2020-06-11,3670
641,2020-06-12,3069
642,2020-06-13,2035
643,2020-06-14,2121
644,2020-06-15,3092
645,2020-06-16,3141
646,2020-06-17,3138
647,2020-06-18,3325
648,2020-06-19,3857
649,2020-06-20,3204
650,2020-06-21,2654
651,2020-06-22,3741
652,2020-06-23,3840
653,2020-06-24,3444
654,2020-06-25,3341
655,2020-06-26,3647
656,2020-06-27,3230
657,2020-06-28,2500
658,2020-06-29,2798
659,2020-06-30,3363
