,dates,txs
228,2020-03-04,15
229,2020-03-05,11
230,2020-03-06,10
231,2020-03-07,20
232,2020-03-08,12
233,2020-03-09,16
234,2020-03-10,17
235,2020-03-11,16
236,2020-03-12,19
237,2020-03-13,32
238,2020-03-14,15
239,2020-03-15,15
240,2020-03-16,24
241,2020-03-17,28
242,2020-03-18,26
243,2020-03-19,21
244,2020-03-20,14
245,2020-03-21,9
246,2020-03-22,6
247,2020-03-23,11
248,2020-03-24,11
249,2020-03-25,16
250,2020-03-26,12
251,2020-03-27,15
252,2020-03-28,12
253,2020-03-29,13
254,2020-03-30,19
255,2020-03-31,17
256,2020-04-01,20
257,2020-04-02,17
258,2020-04-03,18
259,2020-04-04,9
260,2020-04-05,8
261,2020-04-06,17
262,2020-04-07,25
263,2020-04-08,20
264,2020-04-09,22
265,2020-04-10,11
266,2020-04-11,15
267,2020-04-12,9
268,2020-04-13,20
269,2020-04-14,18
270,2020-04-15,21
271,2020-04-16,23
272,2020-04-17,17
273,2020-04-18,11
274,2020-04-19,13
275,2020-04-20,13
276,2020-04-21,16
277,2020-04-22,13
278,2020-04-23,16
279,2020-04-24,11
280,2020-04-25,13
281,2020-04-26,7
282,2020-04-27,8
283,2020-04-28,21
284,2020-04-29,10
285,2020-04-30,21
286,2020-05-01,10
287,2020-05-02,6
288,2020-05-03,7
289,2020-05-04,14
290,2020-05-05,11
291,2020-05-06,17
292,2020-05-07,11
293,2020-05-08,10
294,2020-05-09,13
295,2020-05-10,13
296,2020-05-11,11
297,2020-05-12,11
298,2020-05-13,9
299,2020-05-14,11
300,2020-05-15,12
301,2020-05-16,9
302,2020-05-17,6
303,2020-05-18,23
304,2020-05-19,10
305,2020-05-20,17
306,2020-05-21,21
307,2020-05-22,17
308,2020-05-23,11
309,2020-05-24,8
310,2020-05-25,27
311,2020-05-26,23
312,2020-05-27,11
313,2020-05-28,15
314,2020-05-29,16
315,2020-05-30,12
316,2020-05-31,9
317,2020-06-01,18
318,2020-06-02,19
319,2020-06-03,16
320,2020-06-04,15
321,2020-06-05,11
322,2020-06-06,11
323,2020-06-07,12
324,2020-06-08,15
325,2020-06-09,13
326,2020-06-10,30
327,2020-06-11,19
328,2020-06-12,13
329,2020-06-13,8
330,2020-06-14,10
331,2020-06-15,9
332,2020-06-16,18
333,2020-06-17,15
334,2020-06-18,16
335,2020-06-19,18
336,2020-06-20,6
337,2020-06-21,10
338,2020-06-22,10
339,2020-06-23,6
340,2020-06-24,9
341,2020-06-25,6
342,2020-06-26,11
343,2020-06-27,6
344,2020-06-28,8
345,2020-06-29,8
346,2020-06-30,13
