,dates,txs
290,2020-05-05,6
291,2020-05-06,8
292,2020-05-07,4
293,2020-05-08,1
294,2020-05-09,6
295,2020-05-10,7
296,2020-05-11,7
297,2020-05-12,6
298,2020-05-13,2
299,2020-05-14,5
300,2020-05-15,0
301,2020-05-16,2
302,2020-05-17,3
303,2020-05-18,18
304,2020-05-19,4
305,2020-05-20,7
306,2020-05-21,9
307,2020-05-22,9
308,2020-05-23,6
309,2020-05-24,1
310,2020-05-25,12
311,2020-05-26,6
312,2020-05-27,5
313,2020-05-28,1
314,2020-05-29,8
315,2020-05-30,4
316,2020-05-31,2
317,2020-06-01,4
318,2020-06-02,11
319,2020-06-03,5
320,2020-06-04,5
321,2020-06-05,3
322,2020-06-06,3
323,2020-06-07,2
324,2020-06-08,10
325,2020-06-09,7
326,2020-06-10,10
327,2020-06-11,12
328,2020-06-12,5
329,2020-06-13,1
330,2020-06-14,3
331,2020-06-15,1
332,2020-06-16,9
333,2020-06-17,3
334,2020-06-18,8
335,2020-06-19,10
336,2020-06-20,4
337,2020-06-21,4
338,2020-06-22,8
339,2020-06-23,3
340,2020-06-24,4
341,2020-06-25,3
342,2020-06-26,5
343,2020-06-27,4
344,2020-06-28,3
345,2020-06-29,15
346,2020-06-30,3
