,dates,txs
118,2019-11-15,41
119,2019-11-16,8
120,2019-11-17,13
121,2019-11-18,30
122,2019-11-19,44
123,2019-11-20,47
124,2019-11-21,85
125,2019-11-22,30
126,2019-11-23,5
127,2019-11-24,10
128,2019-11-25,34
129,2019-11-26,27
130,2019-11-27,41
131,2019-11-28,30
132,2019-11-29,36
133,2019-11-30,19
134,2019-12-01,18
135,2019-12-02,43
136,2019-12-03,28
137,2019-12-04,40
138,2019-12-05,41
139,2019-12-06,25
140,2019-12-07,17
141,2019-12-08,22
142,2019-12-09,31
143,2019-12-10,28
144,2019-12-11,38
145,2019-12-12,31
146,2019-12-13,32
147,2019-12-14,23
148,2019-12-15,16
149,2019-12-16,23
150,2019-12-17,37
151,2019-12-18,49
152,2019-12-19,53
153,2019-12-20,45
154,2019-12-21,19
155,2019-12-22,26
156,2019-12-23,53
157,2019-12-24,55
158,2019-12-25,32
159,2019-12-26,65
160,2019-12-27,54
161,2019-12-28,52
162,2019-12-29,46
163,2019-12-30,44
164,2019-12-31,43
165,2020-01-01,45
166,2020-01-02,38
167,2020-01-03,93
168,2020-01-04,35
169,2020-01-05,57
170,2020-01-06,82
171,2020-01-07,74
172,2020-01-08,78
173,2020-01-09,43
174,2020-01-10,77
175,2020-01-11,55
176,2020-01-12,22
177,2020-01-13,77
178,2020-01-14,158
179,2020-01-15,151
180,2020-01-16,154
181,2020-01-17,125
182,2020-01-18,63
183,2020-01-19,64
184,2020-01-20,117
185,2020-01-21,173
186,2020-01-22,152
187,2020-01-23,102
188,2020-01-24,84
189,2020-01-25,37
190,2020-01-26,45
191,2020-01-27,93
192,2020-01-28,144
193,2020-01-29,99
194,2020-01-30,82
195,2020-01-31,88
196,2020-02-01,57
197,2020-02-02,85
198,2020-02-03,117
199,2020-02-04,107
200,2020-02-05,239
201,2020-02-06,239
202,2020-02-07,124
203,2020-02-08,113
204,2020-02-09,142
205,2020-02-10,140
206,2020-02-11,252
207,2020-02-12,266
208,2020-02-13,231
209,2020-02-14,238
210,2020-02-15,144
211,2020-02-16,136
212,2020-02-17,157
213,2020-02-18,192
214,2020-02-19,248
215,2020-02-20,180
216,2020-02-21,154
217,2020-02-22,56
218,2020-02-23,128
219,2020-02-24,177
220,2020-02-25,139
221,2020-02-26,229
222,2020-02-27,211
223,2020-02-28,171
224,2020-02-29,84
225,2020-03-01,61
226,2020-03-02,166
227,2020-03-03,137
228,2020-03-04,130
229,2020-03-05,150
230,2020-03-06,163
231,2020-03-07,120
232,2020-03-08,162
233,2020-03-09,155
234,2020-03-10,161
235,2020-03-11,195
236,2020-03-12,212
237,2020-03-13,292
238,2020-03-14,172
239,2020-03-15,112
240,2020-03-16,305
241,2020-03-17,282
242,2020-03-18,284
243,2020-03-19,272
244,2020-03-20,183
245,2020-03-21,113
246,2020-03-22,73
247,2020-03-23,254
248,2020-03-24,360
249,2020-03-25,215
250,2020-03-26,117
251,2020-03-27,202
252,2020-03-28,135
253,2020-03-29,118
254,2020-03-30,265
255,2020-03-31,252
256,2020-04-01,263
257,2020-04-02,169
258,2020-04-03,153
259,2020-04-04,71
260,2020-04-05,59
261,2020-04-06,234
262,2020-04-07,262
263,2020-04-08,175
264,2020-04-09,210
265,2020-04-10,228
266,2020-04-11,178
267,2020-04-12,181
268,2020-04-13,214
269,2020-04-14,353
270,2020-04-15,314
271,2020-04-16,332
272,2020-04-17,208
273,2020-04-18,109
274,2020-04-19,114
275,2020-04-20,210
276,2020-04-21,204
277,2020-04-22,192
278,2020-04-23,212
279,2020-04-24,157
280,2020-04-25,156
281,2020-04-26,99
282,2020-04-27,224
283,2020-04-28,247
284,2020-04-29,403
285,2020-04-30,215
286,2020-05-01,176
287,2020-05-02,93
288,2020-05-03,106
289,2020-05-04,236
290,2020-05-05,237
291,2020-05-06,293
292,2020-05-07,238
293,2020-05-08,237
294,2020-05-09,152
295,2020-05-10,252
296,2020-05-11,226
297,2020-05-12,193
298,2020-05-13,237
299,2020-05-14,226
300,2020-05-15,124
301,2020-05-16,57
302,2020-05-17,152
303,2020-05-18,269
304,2020-05-19,221
305,2020-05-20,210
306,2020-05-21,142
307,2020-05-22,165
308,2020-05-23,118
309,2020-05-24,109
310,2020-05-25,197
311,2020-05-26,136
312,2020-05-27,192
313,2020-05-28,264
314,2020-05-29,177
315,2020-05-30,118
316,2020-05-31,84
317,2020-06-01,307
318,2020-06-02,306
319,2020-06-03,190
320,2020-06-04,304
321,2020-06-05,143
322,2020-06-06,69
323,2020-06-07,119
324,2020-06-08,199
325,2020-06-09,198
326,2020-06-10,232
327,2020-06-11,271
328,2020-06-12,211
329,2020-06-13,58
330,2020-06-14,81
331,2020-06-15,190
332,2020-06-16,205
333,2020-06-17,179
334,2020-06-18,194
335,2020-06-19,187
336,2020-06-20,111
337,2020-06-21,97
338,2020-06-22,280
339,2020-06-23,257
340,2020-06-24,236
341,2020-06-25,199
342,2020-06-26,179
343,2020-06-27,147
344,2020-06-28,140
345,2020-06-29,248
346,2020-06-30,300
