,dates,txs
119,2018-03-27,8
120,2018-03-28,8
121,2018-03-29,5
122,2018-03-30,22
123,2018-03-31,7
124,2018-04-01,8
125,2018-04-02,7
126,2018-04-03,11
127,2018-04-04,11
128,2018-04-05,6
129,2018-04-06,8
130,2018-04-07,5
131,2018-04-08,10
132,2018-04-09,14
133,2018-04-10,23
134,2018-04-11,15
135,2018-04-12,15
136,2018-04-13,27
137,2018-04-14,9
138,2018-04-15,21
139,2018-04-16,17
140,2018-04-17,16
141,2018-04-18,22
142,2018-04-19,11
143,2018-04-20,24
144,2018-04-21,23
145,2018-04-22,29
146,2018-04-23,33
147,2018-04-24,51
148,2018-04-25,51
149,2018-04-26,53
150,2018-04-27,33
151,2018-04-28,86
152,2018-04-29,46
153,2018-04-30,20
154,2018-05-01,23
155,2018-05-02,42
156,2018-05-03,47
157,2018-05-04,39
158,2018-05-05,46
159,2018-05-06,36
160,2018-05-07,40
161,2018-05-08,40
162,2018-05-09,27
163,2018-05-10,23
164,2018-05-11,40
165,2018-05-12,27
166,2018-05-13,17
167,2018-05-14,15
168,2018-05-15,28
169,2018-05-16,15
170,2018-05-17,26
171,2018-05-18,31
172,2018-05-19,27
173,2018-05-20,19
174,2018-05-21,11
175,2018-05-22,25
176,2018-05-23,24
177,2018-05-24,43
178,2018-05-25,24
179,2018-05-26,15
180,2018-05-27,13
181,2018-05-28,14
182,2018-05-29,8
183,2018-05-30,19
184,2018-05-31,19
185,2018-06-01,21
186,2018-06-02,21
187,2018-06-03,16
188,2018-06-04,26
189,2018-06-05,16
190,2018-06-06,18
191,2018-06-07,27
192,2018-06-08,30
193,2018-06-09,23
194,2018-06-10,24
195,2018-06-11,17
196,2018-06-12,17
197,2018-06-13,19
198,2018-06-14,32
199,2018-06-15,22
200,2018-06-16,12
201,2018-06-17,9
202,2018-06-18,26
203,2018-06-19,11
204,2018-06-20,17
205,2018-06-21,31
206,2018-06-22,22
207,2018-06-23,12
208,2018-06-24,30
209,2018-06-25,42
210,2018-06-26,32
211,2018-06-27,39
212,2018-06-28,197
213,2018-06-29,186
214,2018-06-30,56
215,2018-07-01,126
216,2018-07-02,159
217,2018-07-03,144
218,2018-07-04,123
219,2018-07-05,19
220,2018-07-06,16
221,2018-07-07,162
222,2018-07-08,152
223,2018-07-09,31
224,2018-07-10,18
225,2018-07-11,34
226,2018-07-12,21
227,2018-07-13,17
228,2018-07-14,7
229,2018-07-15,8
230,2018-07-16,11
231,2018-07-17,18
232,2018-07-18,13
233,2018-07-19,20
234,2018-07-20,12
235,2018-07-21,7
236,2018-07-22,12
237,2018-07-23,14
238,2018-07-24,10
239,2018-07-25,22
240,2018-07-26,12
241,2018-07-27,16
242,2018-07-28,39
243,2018-07-29,33
244,2018-07-30,43
245,2018-07-31,17
246,2018-08-01,24
247,2018-08-02,14
248,2018-08-03,22
249,2018-08-04,11
250,2018-08-05,13
251,2018-08-06,21
252,2018-08-07,29
253,2018-08-08,24
254,2018-08-09,22
255,2018-08-10,34
256,2018-08-11,17
257,2018-08-12,23
258,2018-08-13,25
259,2018-08-14,22
260,2018-08-15,18
261,2018-08-16,17
262,2018-08-17,23
263,2018-08-18,12
264,2018-08-19,12
265,2018-08-20,21
266,2018-08-21,26
267,2018-08-22,23
268,2018-08-23,17
269,2018-08-24,18
270,2018-08-25,19
271,2018-08-26,14
272,2018-08-27,22
273,2018-08-28,29
274,2018-08-29,22
275,2018-08-30,31
276,2018-08-31,23
277,2018-09-01,16
278,2018-09-02,11
279,2018-09-03,33
280,2018-09-04,37
281,2018-09-05,38
282,2018-09-06,49
283,2018-09-07,22
284,2018-09-08,14
285,2018-09-09,21
286,2018-09-10,31
287,2018-09-11,42
288,2018-09-12,18
289,2018-09-13,31
290,2018-09-14,32
291,2018-09-15,31
292,2018-09-16,15
293,2018-09-17,102
294,2018-09-18,44
295,2018-09-19,67
296,2018-09-20,79
297,2018-09-21,92
298,2018-09-22,29
299,2018-09-23,23
300,2018-09-24,25
301,2018-09-25,31
302,2018-09-26,50
303,2018-09-27,47
304,2018-09-28,34
305,2018-09-29,34
306,2018-09-30,22
307,2018-10-01,17
308,2018-10-02,23
309,2018-10-03,16
310,2018-10-04,22
311,2018-10-05,32
312,2018-10-06,8
313,2018-10-07,25
314,2018-10-08,29
315,2018-10-09,22
316,2018-10-10,34
317,2018-10-11,32
318,2018-10-12,22
319,2018-10-13,11
320,2018-10-14,15
321,2018-10-15,57
322,2018-10-16,23
323,2018-10-17,16
